0.511173 537466
0.540961 1.01414e+06
0.57075 46920.9
0.600538 326.244
0.630326 4.68892
0.660114 0.114581
0.689903 0.00415322
0.719691 0.000294381
0.749479 3.27712e-05
0.779267 4.77317e-06
0.809056 8.13787e-07
0.838844 1.56113e-07
0.868632 3.97772e-08
0.89842 1.29503e-08
0.928209 5.15648e-09
0.957997 2.4991e-09
0.987785 1.28188e-09
1.01757 8.22635e-10
1.04736 6.35989e-10
1.07715 4.34456e-10
1.10694 4.01768e-10
1.13673 3.86493e-10
1.16651 4.48196e-10
1.1963 5.07199e-10
1.22609 7.23797e-10
1.25588 9.27626e-10
1.28567 1.36385e-09
1.31546 2.10646e-09
1.34524 3.20075e-09
1.37503 5.6941e-09
1.40482 1.15877e-08
1.43461 2.15608e-08
1.4644 4.38873e-08
1.49419 9.43049e-08
1.52397 2.06799e-07
1.55376 4.35924e-07
1.58355 9.09e-07
1.61334 1.8739e-06
1.64313 4.50865e-06
1.67291 9.28046e-06
1.7027 2.1769e-05
1.73249 4.95779e-05
1.76228 0.000129785
1.79207 0.000279022
1.82186 0.000607601
1.85164 0.0015354
1.88143 0.00349156
1.91122 0.00838157
1.94101 0.0209454
1.9708 0.0466106
2.00059 0.104342
2.03037 0.236817
2.06016 0.537818
2.08995 1.20603
2.11974 2.57418
2.14953 5.42266
2.17932 11.5746
2.2091 24.1325
2.23889 50.6716
2.26868 99.7158
2.29847 192.208
2.32826 359.974
2.35804 642.617
2.38783 1160.27
2.41762 1998.53
2.44741 3278.9
2.4772 5463.63
2.50699 8380.29
2.53677 12933.5
2.56656 19355.8
2.59635 27891.9
2.62614 36350
2.65593 48579.4
2.68572 61659.8
2.7155 74288.5
2.74529 91949.7
2.77508 106387
2.80487 116407
2.83466 123330
2.86444 120648
2.89423 117388
2.92402 110257
2.95381 97317
2.9836 77840.7
3.01339 64346.5
3.04317 47737.6
3.07296 35583
3.10275 24308.8
3.13254 16788
3.16233 9759.95
3.19212 6492.35
3.2219 3449.73
3.25169 1607.02
3.28148 1082.06
3.31127 492.819
3.34106 192.842
3.37085 85.7076
3.40063 74.9942
3.43042 10.7135
3.46021 32.1404
